bsu_id,bsu_desc,eco_id,eco_desc,pao_id,pao_desc,spn_id,spn_desc
NA,NA,"afuC","CP4-6 prophage; predicted ferric transporter subunit/ATP-binding component of ABC superfamily",NA,NA,"SP_0242","ABC transporter ATP-binding protein"
NA,NA,"hemF","coproporphyrinogen III oxidase","hemF","coproporphyrinogen III oxidase",NA,NA
NA,NA,"ybdK","carboxylate-amine ligase","PA2181","carboxylate-amine ligase",NA,NA
NA,NA,"ynbA","predicted inner membrane protein","PA2541","CDP-alcohol phosphatidyltransferase",NA,NA
NA,NA,"pflC","probable pyruvate formate lyase 2 activating enzyme",NA,NA,"SP_0245","pyruvate formate-lyase-activating enzyme"
NA,NA,"gstA","Gst","PA1466","orf",NA,NA
NA,NA,"yafQ","toxin of the YafQ-DinJ toxin-antitoxin system",NA,NA,"SP_0276","orf"
NA,NA,"pitA","phosphate / arsenate:","PA4292","phosphate transporter",NA,NA
NA,NA,"tauA","taurine ABC transporter - periplasmic binding protein","PA3938","periplasmic taurine-binding protein precursor",NA,NA
NA,NA,"arnD","conserved protein","arnD","",NA,NA
NA,NA,"nuoC","NADH:ubiquinone oxidoreductase, chain CD","nuoD","bifunctional NADH:ubiquinone oxidoreductase subunit C/D",NA,NA
NA,NA,"rstB","RstB sensory histidine kinase - phosphorylated","parS","two-component sensor, ParS",NA,NA
NA,NA,"ygiN","quinol monooxygenase monomer","PA3566","orf",NA,NA
NA,NA,"yebE","conserved inner membrane protein","PA3712","orf",NA,NA
NA,NA,"csiR","CsiR DNA-binding transcriptional repressor","PA0797","transcriptional regulator",NA,NA
NA,NA,"hisQ","lysine / arginine / ornithine ABC transporter / histidine ABC transporter - membrane subunit","hisQ","histidine transporter permease HisQ",NA,NA
NA,NA,"rluC","23S rRNA pseudouridine synthase","rluC","ribosomal large subunit pseudouridine synthase C",NA,NA
NA,NA,"yahD","predicted transcriptional regulator with ankyrin domain","PA2498","orf",NA,NA
NA,NA,"lptF","","PA3828","orf",NA,NA
NA,NA,"alsE","allulose-6-phosphate 3-epimerase",NA,NA,"SP_1616","allulose-6-phosphate 3-epimerase"
NA,NA,"cusS","CusS sensory histidine kinase - phosphorylated","copS","two-component sensor, CopS",NA,NA
NA,NA,"bioF","8-amino-7-oxononanoate synthase monomer","bioF","8-amino-7-oxononanoate synthase",NA,NA
NA,NA,"livH","branched chain amino acid transporter - membrane subunit","braD","branched-chain amino acid ABC transporter","SP_0750","branched-chain amino acid ABC transporter permease"
NA,NA,"ygcG","predicted protein","PA1451","orf",NA,NA
NA,NA,"glnL","NtrB","ntrB","two-component sensor NtrB",NA,NA
NA,NA,"fabR","FabR DNA-binding transcriptional repressor","desT","","SP_2234","TetR family transcriptional regulator"
NA,NA,"yiaD","predicted outer membrane lipoprotein","PA0833","orf",NA,NA
NA,NA,"yehS","conserved protein","PA0915","orf",NA,NA
NA,NA,"btuB","vitamin B12 / E colicin / bacteriophage BF23 outer membrane porin BtuB","PA1271","tonB-dependent receptor",NA,NA
NA,NA,"nudL","predicted NUDIX hydrolase with low 3-phosphohydroxypyruvate phosphatase activity","PA3754","orf",NA,NA
NA,NA,"ybiW","predicted pyruvate formate lyase",NA,NA,"SP_0251","formate acetyltransferase"
NA,NA,"nrdH","glutaredoxin-like protein",NA,NA,"SP_1178","NrdH-redoxin"
NA,NA,"yiaM","2,3-diketo-L-gulonate:N","PA3780","orf",NA,NA
NA,NA,"yaaA","protein that reduces intracellular iron levels under peroxide stress","PA3539","orf","SP_1547","orf"
NA,NA,"allE","","PA1140","orf",NA,NA
NA,NA,"hemX","conserved protein","PA5258","orf",NA,NA
NA,NA,"yajR","YajR MFS transporter","PA4233","major facilitator superfamily (MFS) transporter",NA,NA
NA,NA,"elyC","inner membrane protein involved in peptidoglycan synthesis","PA3985","orf",NA,NA
NA,NA,"ydcO","predicted benzoate transporter","PA1651","transporter",NA,NA
NA,NA,"yjjP","predicted inner membrane structural protein",NA,NA,"SP_1731","orf"
NA,NA,"fimF","fimbrial morphology","cupC1","fimbrial subunit CupC1",NA,NA
NA,NA,"ybiC","predicted dehydrogenase","PA1252","L-malate dehydrogenase",NA,NA
NA,NA,"guaD","guanine deaminase","PA1521","guanine deaminase","SP_1356","chlorohydrolase"
NA,NA,"cpsG","phosphomannomutase","algC","phosphomannomutase AlgC",NA,NA
NA,NA,"phoU","negative regulator of th","phoU","phosphate uptake regulatory protein PhoU","SP_2088","phosphate transport system regulatory protein PhoU"
NA,NA,"yhbV","predicted protease","PA3912","orf",NA,NA
NA,NA,"plsB","glycerol-3-phosphate acyltransferase","plsB","glycerol-3-phosphate acyltransferase",NA,NA
NA,NA,"yejO","predicted autotransporter outer membrane protein","PA3535","serine protease",NA,NA
NA,NA,"yciO","conserved protein","PA3199","orf",NA,NA
NA,NA,"ybgO","predicted fimbrial-like adhesin protein","PA0498","orf",NA,NA
NA,NA,"yigM","predicted inner membrane protein","PA3474","orf",NA,NA
NA,NA,"citE","citrate lyase, citryl-ACP lyase β subunit","PA0883","acyl-CoA lyase subunit beta",NA,NA
NA,NA,"glcE","glycolate oxidase, predicted FAD-binding subunit","glcE","glycolate oxidase FAD binding subunit",NA,NA
NA,NA,"flgE","flagellar hook protein FlgE","flgE","flagellar hook protein FlgE",NA,NA
NA,NA,"dapE","","dapE","succinyl-diaminopimelate desuccinylase","SP_2153","orf"
NA,NA,"ubiB","predicted protein kinase involved in ubiquinone biosynthesis","ubiB","ubiquinone biosynthetic protein UbiB",NA,NA
NA,NA,"ycbZ","putative ATP-dependent protease","PA4576","ATP-dependent protease",NA,NA
NA,NA,"dacD","DD-carboxypeptidase, penicillin-binding protein 6b",NA,NA,"SP_0872","D-alanyl-D-alanine carboxypeptidase"
NA,NA,"rpmG","50S ribosomal subunit protein L33","rpmG","50S ribosomal protein L33","rpmG","50S ribosomal protein L33"
NA,NA,"trmJ","tRNA Cm32/Um32 methyltransferase","PA3817","methyltransferase",NA,NA
NA,NA,"ssuB","aliphatic sulfonate ABC transporter - ATP binding subunit","PA3442","aliphatic sulfonates transport ATP-binding subunit",NA,NA
NA,NA,"diaA","DnaA initiator-associating factor for replication initiation","PA4425","phosphoheptose isomerase",NA,NA
NA,NA,"asmA","predicted assembly protein AsmA","PA5146","orf",NA,NA
NA,NA,"rpoS","RNA polymerase, sigma S (sigma 38) factor","rpoS","RNA polymerase sigma factor RpoS",NA,NA
NA,NA,"kdpC","","kdpC","potassium-transporting ATPase C",NA,NA
NA,NA,"sdhB","succinate dehydrogenase iron-sulfur protein","sdhB","succinate dehydrogenase iron-sulfur subunit",NA,NA
NA,NA,"secB","","secB","preprotein translocase subunit SecB",NA,NA
NA,NA,"ybjJ","predicted transporter","PA3532","orf",NA,NA
NA,NA,"uspE","universal stress protein with a role cellular motility","PA1789","orf",NA,NA
NA,NA,"ynfD","predicted protein","PA0060","orf",NA,NA
NA,NA,"ptrA","protease III","pqqF","pyrroloquinoline quinone biosynthesis protein F",NA,NA
NA,NA,"acpH","acyl carrier protein phosphodiesterase","PA4353","orf",NA,NA
NA,NA,"ychA","predicted transcriptional regulator","PA3419","orf",NA,NA
NA,NA,"clsC","cardiolipin synthase 3","PA5310","orf",NA,NA
NA,NA,"cpdA","cAMP phosphodiesterase","cpdA","cAMP phosphodiesterase",NA,NA
NA,NA,"yhgN","predicted inner membrane protein","PA5486","orf",NA,NA
NA,NA,"uspG","universal stress protein UP12","PA3017","orf",NA,NA
NA,NA,"ygdQ","putative transport protein","PA5469","orf",NA,NA
NA,NA,"acrB","AcrB RND-type permease","PA3522","Resistance-Nodulation-cell Division (RND) efflux transporter",NA,NA
NA,NA,"yeaW","2Fe-2S cluster-containing protein","gbcA","",NA,NA
NA,NA,"ybbN","chaperone and weak protein oxidoreductase","PA4061","thioredoxin",NA,NA
NA,NA,"fixB","probable flavoprotein subunit required for anaerobic carnitine metabolism","etfA","electron transfer flavoprotein subunit alpha",NA,NA
NA,NA,"yjdN","conserved protein","PA1353","orf",NA,NA
NA,NA,"rfbX","",NA,NA,"SP_0356","polysaccharide transporter"
NA,NA,"malQ","amylomaltase","PA2163","orf","SP_2107","4-alpha-glucanotransferase"
NA,NA,"mpl","UDP-N-acetylmuramate:L-alanyl-γ-D-glutamyl","mpl","UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase","murC","UDP-N-acetylmuramate--L-alanine ligase"
NA,NA,"gspD","putative protein secretion protein for export","xcpQ","general secretion pathway protein D",NA,NA
NA,NA,"sspB","","sspB","ClpXP protease specificity-enhancing factor",NA,NA
NA,NA,"trkH","","trkH","potassium uptake protein TrkH",NA,NA
NA,NA,"eamB","O-Acetylserine/Cysteine Efflux Permease","ambA","",NA,NA
NA,NA,"ynbB","predicted CDP-diglyceride synthase","PA2536","phosphatidate cytidylyltransferase",NA,NA
NA,NA,"rpiA","ribose-5-phosphate isomerase A","rpiA","ribose-5-phosphate isomerase A","SP_0828","ribose-5-phosphate isomerase A"
NA,NA,"pdxY","pyridoxal kinase 2","pdxY","pyridoxamine kinase",NA,NA
NA,NA,"aceE","subunit of E1p component of pyruvate dehydrogenase complex","aceE","pyruvate dehydrogenase subunit E1",NA,NA
NA,NA,"ihfB","integration host factor (IHF), β subunit","himD","integration host factor subunit beta",NA,NA
NA,NA,"rimO","ribosomal protein S12 D88 methylthiotransferase","PA0916","orf",NA,NA
NA,NA,"mltB","membrane-bound lytic murein transglycosylase B","mltB1","murein hydrolase B",NA,NA
NA,NA,"dsbA","protein disulfide oxidoreductase - Dsb","dsbA","thiol:disulfide interchange protein DsbA",NA,NA
NA,NA,"ligT","2'-5' RNA ligase","ligT","2'-5' RNA ligase",NA,NA
NA,NA,"cspE","transcription antiterminator and regulator of RNA stability","PA0456","cold-shock protein",NA,NA
NA,NA,"rmf","ribosome modulation factor","rmf","ribosome modulation factor",NA,NA
NA,NA,"ubiI","2-octaprenylphenol hydroxylase","PA5221","2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinol hydroxylase",NA,NA
NA,NA,"ptsA","fused predicted PTS enzymes: HPr component / enzyme I component / enzyme IIA component","PA3760","N-acetyl-D-glucosamine phosphotransferase system transporter",NA,NA
NA,NA,"yhfA","conserved protein","PA0653","orf",NA,NA
NA,NA,"ybaY","predicted outer membrane lipoprotein","PA3674","orf",NA,NA
NA,NA,"ppiB","peptidyl-proly","ppiB","peptidyl-prolyl cis-trans isomerase B","SP_0771","cyclophilin type peptidyl-prolyl cis-trans isomerase"
NA,NA,"mqo","malate:quinone oxidoreductase","mqoA","malate:quinone oxidoreductase",NA,NA
NA,NA,"creB","CreB-Phosphorylated DNA-binding transcriptional regulator","creB","DNA-binding response regulator CreB","SP_0083","DNA-binding response regulator"
NA,NA,"lptG","","PA3827","orf",NA,NA
NA,NA,"cusR","CusR-","copR","two-component response regulator, CopR",NA,NA
NA,NA,"puuA","glutamate-putrescine ligase","spuI","glutamine synthetase",NA,NA
NA,NA,"yjfI","conserved protein","PA3732","orf",NA,NA
NA,NA,"prpE","propionyl-CoA synthetase","PA3568","acetyl-coa synthetase",NA,NA
NA,NA,"ybeQ","conserved protein","PA4516","orf",NA,NA
NA,NA,"ybgA","conserved protein","PA4658","orf",NA,NA
NA,NA,"yfeH","putative cytochrome oxidase","PA2026","orf",NA,NA
NA,NA,"yghU","disulfide reductase / organic hydroperoxide reductase",NA,NA,"SP_1550","glutathione S-transferase"
NA,NA,"ydcT","",NA,NA,"SP_1825","ABC transporter ATP-binding protein"
NA,NA,"yccA","putative carrier/transport protein; substrate or modulator of FtsH-mediated proteolysis","PA2604","orf",NA,NA
NA,NA,"sdhE","FAD assembly factor","PA0760","orf",NA,NA
NA,NA,"ibpB","small heat shock protein IbpB","ibpA","heat-shock protein IbpA",NA,NA
NA,NA,"mdtP","SdsRQP multidrug efflux transport system - predicted outer membrane factor","PA3894","outer membrane protein precursor",NA,NA
NA,NA,"slt","soluble lytic murein transglycosylase","PA3020","soluble lytic transglycosylase",NA,NA
NA,NA,"rfbB","dTDP-glucose 4,6-dehydratase","rmlB","dTDP-D-glucose 4,6-dehydratase",NA,NA
NA,NA,"yhdW","","PA3858","amino acid-binding protein",NA,NA
NA,NA,"yfcG","disulfide bond reductase","PA1033","glutathione S-transferase",NA,NA
NA,NA,"aer","aerotaxis sensor receptor, flavoprotein","aer","aerotaxis receptor Aer",NA,NA
NA,NA,"grxB","oxidized glutaredoxin 2","PA1741","orf",NA,NA
NA,NA,"entD","phosphopantetheinyl transferase","pcpS","",NA,NA
NA,NA,"gshA","γ-glutamate-cysteine ligase","gshA","glutamate--cysteine ligase",NA,NA
NA,NA,"relA","GDP pyrophosphokinase / GTP pyrophosphokinase","relA","GTP pyrophosphokinase",NA,NA
NA,NA,"acrF","AcrEF-TolC multidrug efflux transport system - permease subunit","mexF","Resistance-Nodulation-cell Division (RND) multidrug efflux transporter MexF",NA,NA
NA,NA,"pal","","oprL","peptidoglycan associated lipoprotein OprL precursor",NA,NA
NA,NA,"exbD","tonB energy transducing system - ExbD subunit","tolR","TolR protein",NA,NA
NA,NA,"cobT","","cobU","nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase",NA,NA
NA,NA,"pcm","L-isoaspartate protein carboxylmethyltransferase type II","pcm","protein-L-isoaspartate O-methyltransferase",NA,NA
NA,NA,"yqjC","conserved protein","PA0542","orf",NA,NA
NA,NA,"hcaF","3-phenylpropionate dioxygenase, β subunit","antB","anthranilate dioxygenase small subunit",NA,NA
NA,NA,"ydeM","predicted anaerobic sulfatase maturation enzyme; predicted DNA-binding transcriptional regulator","nirJ","heme d1 biosynthesis protein NirJ",NA,NA
NA,NA,"yabI","conserved inner membrane protein","PA4011","orf",NA,NA
NA,NA,"cbrC","colicin E2 tolerance protein","PA1536","orf",NA,NA
NA,NA,"modC","molybdate ABC transporter - ATP binding subunit","modC","molybdenum transporter ModC",NA,NA
NA,NA,"phnP","5-phospho-α-D-ribosyl 1,2-cyclic phosphate phosphodiesterase","PA3372","carbon-phosphorus lyase complex accessory protein",NA,NA
NA,NA,"creC","CreC sensory histidine kinase - phosphorylated","creC","sensory histidine kinase CreC",NA,NA
NA,NA,"yejF","peptide ABC transporter - ATP binding subunit","PA1807","ATP-binding component of ABC transporter",NA,NA
NA,NA,"hyi","","PA1501","orf",NA,NA
NA,NA,"proP","","PA4343","major facilitator superfamily (MFS) transporter",NA,NA
NA,NA,"yfiN","predicted diguanylate cyclase","tpbB","diguanylate cyclase",NA,NA
NA,NA,"mreD","","mreD","rod shape-determining protein MreD",NA,NA
NA,NA,"tusB","sulfur transfer protein complex, TusB subunit","PA2607","orf",NA,NA
NA,NA,"yfbS","putative transport protein","PA3839","sodium:sulfate symporter",NA,NA
NA,NA,"apaG","hypothetical protein","PA0591","ApaG",NA,NA
NA,NA,"ydhL","conserved protein","PA3752","orf",NA,NA
NA,NA,"lpxL","lauroyl acyltransferase","PA3242","lipid A biosynthesis lauroyl acyltransferase",NA,NA
NA,NA,"rcdA","RcdA DNA-binding transcriptional regulator","PA3699","transcriptional regulator",NA,NA
NA,NA,"yraR","predicted nucleoside-diphosphate-sugar epimerase","PA4017","orf",NA,NA
NA,NA,"agaC","",NA,NA,"SP_0324","PTS system transporter subunit IIC"
NA,NA,"yaiW","surface exposed outer membrane lipoprotein","PA2695","orf",NA,NA
NA,NA,"ybbB","tRNA 2-selenouridine synthase","PA1643","tRNA 2-selenouridine synthase",NA,NA
NA,NA,"rlmE","23S rRNA 2'","ftsJ","cell division protein FtsJ",NA,NA
NA,NA,"fucI","",NA,NA,"fucI","L-fucose isomerase"
NA,NA,"nuoM","NADH:ubiquinone oxidoreductase, membrane subunit M","nuoM","NADH dehydrogenase subunit M",NA,NA
NA,NA,"zur","","np20","transcriptional regulator np20",NA,NA
NA,NA,"rsmJ","16S rRNA ","PA3680","orf",NA,NA
NA,NA,"cysW","sulfate / thiosulfate ABC transporter - membrane subunit","cysW","sulfate transporter CysW",NA,NA
NA,NA,"nuoA","NADH:ubiquinone oxidoreductase, membrane subunit A","nuoA","NADH dehydrogenase subunit A",NA,NA
NA,NA,"ygdR","predicted protein","PA3031","orf",NA,NA
NA,NA,"nuoG","NADH:ubiquinone oxidoreductase, chain G","nuoG","NADH dehydrogenase subunit G",NA,NA
NA,NA,"gadX","GadX DNA-binding transcriptional dual regulator","PA3215","transcriptional regulator",NA,NA
NA,NA,"aaeR","quorum sensing transcriptional regulator of LYSR-type","PA0123","transcriptional regulator",NA,NA
NA,NA,"ycaC","predicted hydrolase monomer","PA1202","hydrolase",NA,NA
NA,NA,"pyrD","dihydroorotate dehydrogenase, type 2","pyrD","dihydroorotate dehydrogenase",NA,NA
NA,NA,"ybbO","predicted oxidoreductase with NAD(P)-binding Rossmann-fold domain","PA3330","short-chain dehydrogenase","SP_0675","short chain dehydrogenase/reductase family oxidoreductase"
NA,NA,"slyD","FKBP-type peptidyl prolyl cis-trans isomerase","slyD","peptidyl-prolyl cis-trans isomerase SlyD",NA,NA
NA,NA,"asd","","asd","aspartate-semialdehyde dehydrogenase",NA,NA
NA,NA,"lrhA","LrhA DNA-binding transcriptional dual regulator","PA2846","transcriptional regulator",NA,NA
NA,NA,"nrdB","ribonucleoside diphosphate reductase 1, β subunit, ferritin-like","nrdB","ribonucleotide-diphosphate reductase subunit beta",NA,NA
NA,NA,"bamD","Outer Membrane Protein Assembly Complex - BamD subunit","comL","competence protein ComL",NA,NA
NA,NA,"asnC","","PA4784","transcriptional regulator",NA,NA
NA,NA,"nhaB","sodium:","nhaB","sodium/proton antiporter",NA,NA
NA,NA,"thiS","ThiS-COSH","PA0380","sulfur carrier protein ThiS",NA,NA
NA,NA,"yraI","predicted pilin chaperone","cupA5","chaperone CupA5",NA,NA
NA,NA,"mcbR","McbR DNA-binding transcriptional dual regulator","PA5525","transcriptional regulator",NA,NA
NA,NA,"lpxB","","lpxB","lipid-A-disaccharide synthase",NA,NA
NA,NA,"bglX","β-D-glucoside glucohydrolase, periplasmic","bglX","periplasmic beta-glucosidase",NA,NA
NA,NA,"lysR","LysR DNA-binding transcriptional dual regulator","PA5085","transcriptional regulator",NA,NA
NA,NA,"tauC","taurine ABC transporter - membrane subunit","PA3936","taurine ABC transporter permease",NA,NA
NA,NA,"yfiM","predicted protein","PA0488","orf",NA,NA
NA,NA,"yafS","predicted S-adenosyl-L-methionine-dependent methyltransferase","PA1814","orf",NA,NA
NA,NA,"acrD","AcrAD-TolC multidrug efflux transport system - permease subunit","PA2018","multidrug efflux protein",NA,NA
NA,NA,"atl","DNA base-flipping protein","PA4392","orf",NA,NA
NA,NA,"yceF","","PA2972","Maf-like protein",NA,NA
NA,NA,"fadL","long-chain fatty acid outer membrane porin; bacteriophage T2 binding","PA1288","outer membrane protein precursor",NA,NA
NA,NA,"hflK","regulator of FtsH protease","hflK","protease subunit HflK",NA,NA
NA,NA,"rnd","RNase D","rnd","ribonuclease D",NA,NA
NA,NA,"yfaW","L-rhamnonate dehydratase","PA2215","orf",NA,NA
NA,NA,"ves","conserved protein","PA5104","orf",NA,NA
NA,NA,"folM","dihydromonapterin reductase / dihydrofolate reductase","folM","short-chain dehydrogenase",NA,NA
NA,NA,"opgB","phosphoglycerol transferase II","PA1689","orf",NA,NA
NA,NA,"ygfB","predicted protein","PA5225","orf",NA,NA
NA,NA,"nfrA","bacteriophage N4 receptor, outer membrane protein","PA4667","orf",NA,NA
NA,NA,"fdx","oxidized ferredoxin","fdx2","ferredoxin",NA,NA
NA,NA,"puuD","γ-glutamyl-γ-aminobutyrate hydrolase","spuA","glutamine amidotransferase","SP_1089","glutamine amidotransferase"
NA,NA,"cyaA","adenylate cyclase","cyaA","adenylate cyclase",NA,NA
NA,NA,"yjfJ","predicted transcriptional regulator effector protein","PA3731","orf",NA,NA
NA,NA,"mhpR","MhpR transcriptional activator","PA4341","transcriptional regulator",NA,NA
NA,NA,"waaF","ADP-heptose:LPS heptosyltransferase II","waaF","heptosyltransferase II",NA,NA
NA,NA,"bluR","BluR DNA-binding transcriptional repressor","PA4659","transcriptional regulator",NA,NA
NA,NA,"cynS","cyanase monomer","cynS","cyanate hydratase",NA,NA
NA,NA,"dppD","dipeptide ABC transporter - putative ATP binding subunit","PA4505","ATP-binding component of ABC transporter",NA,NA
NA,NA,"ccmA","protoheme IX ABC transporter - ATP binding subunit","ccmA","cytochrome C biogenesis protein CcmA",NA,NA
NA,NA,"ccmF","cytochrome c-type biogenesis protein","ccmF","cytochrome C biogenesis protein CcmF",NA,NA
NA,NA,"flgF","flagellar basal-body rod protein FlgF","flgF","flagellar basal body rod protein FlgF",NA,NA
NA,NA,"mglA","galactose ABC transporter - ATP binding subunit",NA,NA,"SP_0846","sugar ABC transporter ATP-binding protein"
